week_number,area_reported,cases_reported
42,Hambantota,0
42,Matara,0
42,Jaffna,4
42,Kilinochchi,0
42,Mannar,0
42,Vavuniya,0
42,Mullaitivu,0
42,Batticaloa,1
42,Ampara,0
42,Trincomalee,0
42,Kalmune,4
42,Kurunegala,5
42,Puttalam,0
42,Anuradhapura,6
42,Polonnaruwa,0
42,Badulla,6
42,Monaragala,0
42,Ratnapura,10
42,Kegalle,3
43,Colombo,43
43,Gampaha,0
43,Kalutara,0
43,Kandy,0
43,Matale,4
43,NuwaraEliya,5
43,Galle,5
43,Hambantota,0
43,Matara,4
43,Jaffna,5
43,Kilinochchi,0
43,Mannar,1
43,Vavuniya,0
43,Mullaitivu,0
43,Batticaloa,5
43,Ampara,1
43,Trincomalee,0
43,Kalmune,4
43,Kurunegala,9
43,Puttalam,4
43,Anuradhapura,3
43,Polonnaruwa,0
43,Badulla,7
43,Monaragala,1
43,Ratnapura,8
43,Kegalle,5
44,Colombo,33
44,Gampaha,11
44,Kalutara,0
44,Kandy,10
44,Matale,2
44,NuwaraEliya,6
44,Galle,11
44,Hambantota,0
44,Matara,0
44,Jaffna,2
44,Kilinochchi,2
44,Mannar,0
44,Vavuniya,0
44,Mullaitivu,0
44,Batticaloa,2
44,Ampara,0
44,Trincomalee,0
44,Kalmune,4
44,Kurunegala,7
44,Puttalam,4
44,Anuradhapura,8
44,Polonnaruwa,5
44,Badulla,6
44,Monaragala,12
44,Ratnapura,20
44,Kegalle,7
45,Colombo,41
45,Gampaha,25
45,Kalutara,12
45,Kandy,11
45,Matale,6
45,NuwaraEliya,0
45,Galle,11
45,Hambantota,2
45,Matara,3
45,Jaffna,4
45,Kilinochchi,2
45,Mannar,0
45,Vavuniya,4
45,Mullaitivu,2
45,Batticaloa,0
45,Ampara,0
45,Trincomalee,9
45,Kalmune,0
45,Kurunegala,5
45,Puttalam,0
45,Anuradhapura,4
45,Polonnaruwa,0
45,Badulla,6
45,Monaragala,2
45,Ratnapura,0
45,Kegalle,0
46,Colombo,32
46,Gampaha,33
46,Kalutara,36
46,Kandy,5
46,Matale,0
46,NuwaraEliya,9
46,Galle,7
46,Hambantota,1
46,Matara,2
46,Jaffna,1
46,Kilinochchi,0
46,Mannar,0
46,Vavuniya,0
46,Mullaitivu,0
46,Batticaloa,2
46,Ampara,0
46,Trincomalee,0
46,Kalmune,2
46,Kurunegala,6
46,Puttalam,26
46,Anuradhapura,4
46,Polonnaruwa,14
46,Badulla,0
46,Monaragala,0
46,Ratnapura,9
46,Kegalle,5
47,Colombo,54
47,Gampaha,25
47,Kalutara,0
47,Kandy,0
47,Matale,3
47,NuwaraEliya,5
47,Galle,10
47,Hambantota,8
47,Matara,10
47,Jaffna,10
47,Kilinochchi,0
47,Mannar,0
47,Vavuniya,2
47,Mullaitivu,1
47,Batticaloa,3
47,Ampara,1
47,Trincomalee,0
47,Kalmune,1
47,Kurunegala,3
47,Puttalam,0
47,Anuradhapura,8
47,Polonnaruwa,0
47,Badulla,4
47,Monaragala,4
47,Ratnapura,11
47,Kegalle,10
48,Colombo,52
48,Gampaha,14
48,Kalutara,14
48,Kandy,0
48,Matale,3
48,NuwaraEliya,1
48,Galle,10
48,Hambantota,5
48,Matara,1
48,Jaffna,0
48,Kilinochchi,0
48,Mannar,1
48,Vavuniya,0
48,Mullaitivu,0
48,Batticaloa,3
48,Ampara,1
48,Trincomalee,0
48,Kalmune,3
48,Kurunegala,3
48,Puttalam,11
48,Anuradhapura,6
48,Polonnaruwa,0
48,Badulla,3
48,Monaragala,3
48,Ratnapura,11
48,Kegalle,4
49,Colombo,40
49,Gampaha,18
49,Kalutara,18
49,Kandy,2
49,Matale,2
49,NuwaraEliya,12
49,Galle,6
49,Hambantota,3
49,Matara,0
49,Jaffna,5
49,Kilinochchi,3
49,Mannar,0
49,Vavuniya,5
49,Mullaitivu,0
49,Batticaloa,2
49,Ampara,1
49,Trincomalee,8
49,Kalmune,0
49,Kurunegala,0
49,Puttalam,20
49,Anuradhapura,3
49,Polonnaruwa,1
49,Badulla,5
49,Monaragala,4
49,Ratnapura,1
49,Kegalle,8
50,Colombo,52
50,Gampaha,28
50,Kalutara,53
50,Kandy,35
50,Matale,3
50,NuwaraEliya,3
50,Galle,9
50,Hambantota,8
50,Matara,8
50,Jaffna,7
50,Kilinochchi,4
50,Mannar,9
50,Vavuniya,1
50,Mullaitivu,2
50,Batticaloa,4
50,Ampara,0
50,Trincomalee,13
50,Kalmune,3
50,Kurunegala,1
50,Puttalam,0
50,Anuradhapura,5
50,Polonnaruwa,2
50,Badulla,5
50,Monaragala,0
50,Ratnapura,9
50,Kegalle,6
51,Colombo,42
51,Gampaha,25
51,Kalutara,29
51,Kandy,38
51,Matale,0
51,NuwaraEliya,3
51,Galle,18
51,Hambantota,4
51,Matara,0
51,Jaffna,10
51,Kilinochchi,0
51,Mannar,0
51,Vavuniya,4
51,Mullaitivu,0
51,Batticaloa,3
51,Ampara,0
51,Trincomalee,2
51,Kalmune,1
51,Kurunegala,8
51,Puttalam,0
51,Anuradhapura,5
51,Polonnaruwa,1
51,Badulla,3
51,Monaragala,4
51,Ratnapura,19
51,Kegalle,8
