week_number,area_reported,cases_reported
38,Vavuniya,3
38,Mullaitivu,0
38,Batticaloa,4
38,Ampara,0
38,Trincomalee,0
38,Kalmune,3
38,Kurunegala,10
38,Puttalam,14
38,Anuradhapura,3
38,Polonnaruwa,1
38,Badulla,1
38,Monaragala,1
38,Ratnapura,5
38,Kegalle,10
39,Colombo,51
39,Gampaha,27
39,Kalutara,18
39,Kandy,20
39,Matale,3
39,NuwaraEliya,4
39,Galle,4
39,Hambantota,2
39,Matara,2
39,Jaffna,3
39,Kilinochchi,0
39,Mannar,2
39,Vavuniya,2
39,Mullaitivu,0
39,Batticaloa,5
39,Ampara,1
39,Trincomalee,0
39,Kalmune,4
39,Kurunegala,16
39,Puttalam,23
39,Anuradhapura,13
39,Polonnaruwa,4
39,Badulla,3
39,Monaragala,2
39,Ratnapura,8
39,Kegalle,6
40,Colombo,64
40,Gampaha,19
40,Kalutara,18
40,Kandy,6
40,Matale,1
40,NuwaraEliya,3
40,Galle,10
40,Hambantota,3
40,Matara,5
40,Jaffna,2
40,Kilinochchi,1
40,Mannar,1
40,Vavuniya,0
40,Mullaitivu,0
40,Batticaloa,0
40,Ampara,1
40,Trincomalee,2
40,Kalmune,1
40,Kurunegala,0
40,Puttalam,0
40,Anuradhapura,3
40,Polonnaruwa,0
40,Badulla,6
40,Monaragala,1
40,Ratnapura,2
40,Kegalle,2
41,Colombo,39
41,Gampaha,25
41,Kalutara,3
41,Kandy,17
41,Matale,6
41,NuwaraEliya,10
41,Galle,5
41,Hambantota,0
41,Matara,2
41,Jaffna,2
41,Kilinochchi,0
41,Mannar,0
41,Vavuniya,1
41,Mullaitivu,1
41,Batticaloa,4
41,Ampara,2
41,Trincomalee,3
41,Kalmune,7
41,Kurunegala,0
41,Puttalam,0
41,Anuradhapura,8
41,Polonnaruwa,4
41,Badulla,2
41,Monaragala,2
41,Ratnapura,10
41,Kegalle,17
42,Colombo,62
42,Gampaha,29
42,Kalutara,10
42,Kandy,6
42,Matale,2
42,NuwaraEliya,9
42,Galle,20
42,Hambantota,4
42,Matara,8
42,Jaffna,15
42,Kilinochchi,0
42,Mannar,0
42,Vavuniya,0
42,Mullaitivu,2
42,Batticaloa,3
42,Ampara,0
42,Trincomalee,8
42,Kalmune,12
42,Kurunegala,21
42,Puttalam,12
42,Anuradhapura,9
