year,disease,district,Population,month_number,month_name,monthly_cases,monthly_incidence_per_100k,mean_monthly_cases,std_monthly_cases,alert_threshold_monthly_cases,outbreak_threshold_monthly_cases,month_status_2024
2024,Meningitis,Kalutara,1305784,2,February,4,0.3063293775999706,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,3,March,2,0.1531646887999853,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,4,April,2,0.1531646887999853,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,5,May,3,0.22974703319997794,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,6,June,0,0.0,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,7,July,3,0.22974703319997794,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,8,August,2,0.1531646887999853,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,9,September,5,0.38291172199996326,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,10,October,4,0.3063293775999706,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,11,November,4,0.3063293775999706,3.3333333333333335,1.699673171197595,7,9,normal
2024,Meningitis,Kalutara,1305784,12,December,7,0.5360764107999485,3.3333333333333335,1.699673171197595,7,9,alert
2024,Meningitis,Kandy,1461895,1,January,3,0.20521309669983137,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,2,February,2,0.13680873113322092,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,3,March,0,0.0,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,4,April,0,0.0,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,5,May,0,0.0,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,6,June,5,0.3420218278330523,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,7,July,10,0.6840436556661046,2.3333333333333335,2.748737083745107,8,11,alert
2024,Meningitis,Kandy,1461895,8,August,3,0.20521309669983137,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,9,September,2,0.13680873113322092,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,10,October,0,0.0,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,11,November,2,0.13680873113322092,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kandy,1461895,12,December,1,0.06840436556661046,2.3333333333333335,2.748737083745107,8,11,normal
2024,Meningitis,Kegalle,870476,1,January,6,0.6892780501702517,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,2,February,0,0.0,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,3,March,0,0.0,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,4,April,0,0.0,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,5,May,0,0.0,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,6,June,3,0.34463902508512584,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,7,July,1,0.11487967502837527,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,8,August,3,0.34463902508512584,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,9,September,5,0.5743983751418764,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,10,October,8,0.9190374002270022,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,11,November,12,1.3785561003405034,4.5,5.008326400438906,15,20,normal
2024,Meningitis,Kegalle,870476,12,December,16,1.8380748004540044,4.5,5.008326400438906,15,20,alert
2024,Meningitis,Kilinochchi,123756,1,January,0,0.0,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,2,February,0,0.0,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,3,March,2,1.6160832606095865,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,4,April,2,1.6160832606095865,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,5,May,0,0.0,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,6,June,2,1.6160832606095865,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,7,July,2,1.6160832606095865,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,8,August,2,1.6160832606095865,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,9,September,6,4.84824978182876,1.4166666666666667,1.6562172428626492,5,7,alert
2024,Meningitis,Kilinochchi,123756,10,October,0,0.0,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,11,November,0,0.0,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kilinochchi,123756,12,December,1,0.8080416303047933,1.4166666666666667,1.6562172428626492,5,7,normal
2024,Meningitis,Kurunegala,1768156,1,January,3,0.16966828718732962,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,2,February,3,0.16966828718732962,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,3,March,3,0.16966828718732962,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,4,April,5,0.2827804786455494,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,5,May,6,0.33933657437465925,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,6,June,6,0.33933657437465925,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,7,July,8,0.452448765832879,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,8,August,4,0.2262243829164395,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,9,September,7,0.3958926701037691,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,10,October,18,1.0180097231239777,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Kurunegala,1768156,11,November,25,1.4139023932277468,8.416666666666666,6.588605483880654,22,29,alert
2024,Meningitis,Kurunegala,1768156,12,December,13,0.7352292444784284,8.416666666666666,6.588605483880654,22,29,normal
2024,Meningitis,Mannar,172312,1,January,1,0.5803426342912855,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,2,February,0,0.0,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,3,March,0,0.0,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,4,April,0,0.0,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,5,May,2,1.160685268582571,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,6,June,1,0.5803426342912855,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,7,July,1,0.5803426342912855,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,8,August,2,1.160685268582571,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,9,September,2,1.160685268582571,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,10,October,0,0.0,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Mannar,172312,11,November,9,5.22308370862157,1.75,2.384848003542364,7,9,outbreak
2024,Meningitis,Mannar,172312,12,December,3,1.7410279028738567,1.75,2.384848003542364,7,9,normal
2024,Meningitis,Matale,526870,1,January,1,0.18980014045210394,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,2,February,0,0.0,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,3,March,0,0.0,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,4,April,0,0.0,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,5,May,0,0.0,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,6,June,2,0.3796002809042079,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,7,July,5,0.9490007022605197,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,8,August,2,0.3796002809042079,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,9,September,2,0.3796002809042079,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,10,October,7,1.3286009831647276,1.9166666666666667,2.2157893000513886,7,9,alert
2024,Meningitis,Matale,526870,11,November,4,0.7592005618084158,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matale,526870,12,December,0,0.0,1.9166666666666667,2.2157893000513886,7,9,normal
2024,Meningitis,Matara,671418,1,January,2,0.2978770304043085,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,2,February,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,3,March,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,4,April,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,5,May,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,6,June,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,7,July,3,0.44681554560646275,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,8,August,1,0.14893851520215426,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,9,September,0,0.0,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,10,October,5,0.7446925760107712,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Matara,671418,11,November,6,0.8936310912129255,1.6666666666666667,2.0548046676563256,6,8,alert
2024,Meningitis,Matara,671418,12,December,3,0.44681554560646275,1.6666666666666667,2.0548046676563256,6,8,normal
2024,Meningitis,Monaragala,527585,1,January,2,0.37908583451007893,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,2,February,0,0.0,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,3,March,2,0.37908583451007893,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,4,April,2,0.37908583451007893,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,5,May,2,0.37908583451007893,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,6,June,2,0.37908583451007893,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,7,July,5,0.9477145862751973,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,8,August,0,0.0,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,9,September,5,0.9477145862751973,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,10,October,6,1.1372575035302368,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,11,November,4,0.7581716690201579,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Monaragala,527585,12,December,5,0.9477145862751973,2.9166666666666665,1.9346977943739831,7,9,normal
2024,Meningitis,Mullaitivu,136710,1,January,3,2.194426157559798,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,2,February,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,3,March,1,0.731475385853266,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,4,April,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,5,May,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,6,June,1,0.731475385853266,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,7,July,2,1.462950771706532,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,8,August,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,9,September,1,0.731475385853266,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,10,October,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,11,November,0,0.0,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Mullaitivu,136710,12,December,3,2.194426157559798,0.9166666666666666,1.114924013354971,4,5,normal
2024,Meningitis,Nuwara Eliya,725280,1,January,11,1.5166556364438561,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,2,February,5,0.6893889256562983,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,3,March,5,0.6893889256562983,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,4,April,11,1.5166556364438561,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,5,May,22,3.0333112728877123,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,6,June,18,2.481800132362674,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,7,July,27,3.7227001985440107,10.083333333333334,8.149216049548706,27,35,alert
2024,Meningitis,Nuwara Eliya,725280,8,August,8,1.1030222810500772,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,9,September,11,1.5166556364438561,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,10,October,1,0.13787778513125964,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,11,November,1,0.13787778513125964,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Nuwara Eliya,725280,12,December,1,0.13787778513125964,10.083333333333334,8.149216049548706,27,35,normal
2024,Meningitis,Polonnaruwa,447530,1,January,3,0.670346122047684,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,2,February,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,3,March,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,4,April,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,5,May,1,0.22344870734922798,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,6,June,1,0.22344870734922798,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,7,July,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,8,August,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,9,September,3,0.670346122047684,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,10,October,1,0.22344870734922798,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,11,November,2,0.44689741469845595,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Polonnaruwa,447530,12,December,3,0.670346122047684,2.0,0.7071067811865476,4,5,normal
2024,Meningitis,Puttalam,818816,1,January,0,0.0,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,2,February,1,0.12212755979365328,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,3,March,1,0.12212755979365328,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,4,April,1,0.12212755979365328,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,5,May,0,0.0,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,6,June,3,0.3663826793809598,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,7,July,1,0.12212755979365328,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,8,August,2,0.24425511958730656,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,9,September,1,0.12212755979365328,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,10,October,13,1.5876582773174925,3.25,3.98172910513343,12,16,alert
2024,Meningitis,Puttalam,818816,11,November,9,1.0991480381428795,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Puttalam,818816,12,December,7,0.8548929185555729,3.25,3.98172910513343,12,16,normal
2024,Meningitis,Ratnapura,1145423,1,January,14,1.2222558827612158,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,2,February,3,0.26191197487740336,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,3,March,8,0.6984319330064089,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,4,April,12,1.0476478995096135,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,5,May,10,0.8730399162580113,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,6,June,8,0.6984319330064089,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,7,July,14,1.2222558827612158,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,8,August,7,0.6111279413806079,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,9,September,13,1.1349518911354146,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,10,October,10,0.8730399162580113,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,11,November,13,1.1349518911354146,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Ratnapura,1145423,12,December,14,1.2222558827612158,10.5,3.3291640592396967,18,21,normal
2024,Meningitis,Trincomalee,442745,1,January,4,0.903454584467357,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,2,February,0,0.0,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,3,March,4,0.903454584467357,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,4,April,3,0.6775909383505178,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,5,May,2,0.4517272922336785,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,6,June,0,0.0,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,7,July,2,0.4517272922336785,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,8,August,0,0.0,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,9,September,2,0.4517272922336785,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,10,October,2,0.4517272922336785,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,11,November,1,0.22586364611683926,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Trincomalee,442745,12,December,0,0.0,1.6666666666666667,1.4337208778404378,5,6,normal
2024,Meningitis,Vavuniya,122619,1,January,1,0.8155342972948727,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,2,February,0,0.0,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,3,March,0,0.0,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,4,April,0,0.0,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,5,May,3,2.446602891884618,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,6,June,3,2.446602891884618,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,7,July,4,3.262137189179491,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,8,August,2,1.6310685945897454,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,9,September,1,0.8155342972948727,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,10,October,2,1.6310685945897454,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,11,November,2,1.6310685945897454,1.6666666666666667,1.247219128924647,5,6,normal
2024,Meningitis,Vavuniya,122619,12,December,2,1.6310685945897454,1.6666666666666667,1.247219128924647,5,6,normal
2024,Tuberculosis,Ampara,744551,1,January,8,1.0744730716901865,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,2,February,14,1.8803278754578263,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,3,March,17,2.283255277341646,6.583333333333333,4.627064103967247,16,21,alert
2024,Tuberculosis,Ampara,744551,4,April,7,0.9401639377289132,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,5,May,5,0.6715456698063665,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,6,June,9,1.2087822056514597,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,7,July,5,0.6715456698063665,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,8,August,5,0.6715456698063665,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,9,September,3,0.4029274018838199,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,10,October,3,0.4029274018838199,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,11,November,2,0.2686182679225466,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Ampara,744551,12,December,1,0.1343091339612733,6.583333333333333,4.627064103967247,16,21,normal
2024,Tuberculosis,Anuradhapura,960080,1,January,37,3.853845512873927,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,2,February,29,3.0205816181984835,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,3,March,27,2.8122656445296226,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,4,April,27,2.8122656445296226,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,5,May,32,3.333055578701775,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,6,June,29,3.0205816181984835,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,7,July,30,3.124739605032914,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,8,August,25,2.6039496708607617,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,9,September,18,1.8748437630197483,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,10,October,21,2.18731772352304,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,11,November,22,2.2914757103574703,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Anuradhapura,960080,12,December,13,1.354053828847596,25.833333333333332,6.242773600109348,39,45,normal
2024,Tuberculosis,Badulla,872307,1,January,16,1.8342166232759796,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,2,February,7,0.8024697726832412,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,3,March,25,2.8659634738687183,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,4,April,16,1.8342166232759796,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,5,May,18,2.063493701185477,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,6,June,21,2.4074093180497234,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,7,July,35,4.0123488634162054,19.083333333333332,7.620786631896271,35,42,alert
2024,Tuberculosis,Badulla,872307,8,August,13,1.4903010064117335,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,9,September,30,3.439156168642462,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,10,October,22,2.522047857004472,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,11,November,13,1.4903010064117335,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Badulla,872307,12,December,13,1.4903010064117335,19.083333333333332,7.620786631896271,35,42,normal
2024,Tuberculosis,Batticaloa,595918,1,January,18,3.0205498071882375,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,2,February,4,0.671233290486275,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,3,March,13,2.1815081940803935,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,4,April,23,3.859591420296081,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,5,May,8,1.34246658097255,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,6,June,18,3.0205498071882375,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,7,July,24,4.02739974291765,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,8,August,8,1.34246658097255,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,9,September,15,2.517124839323531,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,10,October,10,1.6780832262156873,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,11,November,8,1.34246658097255,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Batticaloa,595918,12,December,9,1.5102749035941188,13.166666666666666,6.162160515778717,26,32,normal
2024,Tuberculosis,Colombo,2375415,1,January,192,8.082798163689292,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,2,February,178,7.493427464253615,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,3,March,197,8.293287699202034,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,4,April,206,8.67216886312497,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,5,May,169,7.114546300330679,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,6,June,168,7.072448393228131,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,7,July,265,11.155945382175325,183.58333333333334,30.21439594336154,245,275,alert
2024,Tuberculosis,Colombo,2375415,8,August,172,7.240840021638324,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,9,September,181,7.61972118556126,183.58333333333334,30.21439594336154,245,275,normal
2024,Tuberculosis,Colombo,2375415,10,October,162,6.81986095061284,183.58333333333334,30.21439594336154,245,275,normal
