week_number,area_reported,cases_reported
1,Colombo,0
1,Gampaha,4
1,Kalutara,3
1,Kandy,0
1,Matale,0
1,NuwaraEliya,0
1,Galle,0
1,Hambantota,0
1,Matara,19
1,Jaffna,0
1,Kilinochchi,1
1,Mannar,1
1,Vavuniya,1
1,Mullaitivu,0
1,Batticaloa,3
1,Ampara,1
1,Trincomalee,2
1,Kurunegala,11
1,Puttalam,1
1,Anuradhapura,1
1,Polonnaruwa,0
1,Badulla,0
1,Monaragala,4
1,Ratnapura,1
1,Kegalle,3
1,Kalmune,2
2,Colombo,0
2,Gampaha,2
2,Kalutara,1
2,Kandy,0
2,Matale,0
2,NuwaraEliya,1
2,Galle,3
2,Hambantota,1
2,Matara,3
2,Jaffna,2
2,Kilinochchi,0
2,Mannar,0
2,Vavuniya,1
2,Mullaitivu,0
2,Batticaloa,0
2,Ampara,0
2,Trincomalee,0
2,Kurunegala,4
2,Puttalam,2
2,Anuradhapura,2
2,Polonnaruwa,0
2,Badulla,0
2,Monaragala,6
2,Ratnapura,4
2,Kegalle,3
2,Kalmune,0
3,Colombo,0
3,Gampaha,6
3,Kalutara,2
3,Kandy,1
3,Matale,1
3,NuwaraEliya,0
3,Galle,4
3,Hambantota,2
3,Matara,3
3,Jaffna,0
3,Kilinochchi,0
3,Mannar,1
3,Vavuniya,1
3,Mullaitivu,0
3,Batticaloa,1
3,Ampara,3
3,Trincomalee,0
3,Kurunegala,0
3,Puttalam,4
3,Anuradhapura,2
3,Polonnaruwa,2
3,Badulla,4
3,Monaragala,3
3,Ratnapura,13
3,Kegalle,1
3,Kalmune,0
4,Colombo,1
4,Gampaha,1
4,Kalutara,2
4,Kandy,0
4,Matale,0
4,NuwaraEliya,0
4,Galle,2
4,Hambantota,2
4,Matara,0
4,Jaffna,1
4,Kilinochchi,0
4,Mannar,1
4,Vavuniya,1
4,Mullaitivu,0
4,Batticaloa,0
4,Ampara,2
4,Trincomalee,2
4,Kurunegala,6
4,Puttalam,1
4,Anuradhapura,3
4,Polonnaruwa,0
4,Badulla,0
4,Monaragala,1
4,Ratnapura,3
4,Kegalle,1
4,Kalmune,0
5,Colombo,3
5,Gampaha,2
5,Kalutara,3
5,Kandy,0
5,Matale,0
5,NuwaraEliya,0
5,Galle,3
5,Hambantota,2
5,Matara,3
5,Jaffna,3
5,Kilinochchi,1
5,Mannar,0
5,Vavuniya,0
5,Mullaitivu,0
5,Batticaloa,3
5,Ampara,1
5,Trincomalee,0
5,Kurunegala,11
5,Puttalam,0
5,Anuradhapura,1
5,Polonnaruwa,0
5,Badulla,0
5,Monaragala,21
5,Ratnapura,2
5,Kegalle,2
5,Kalmune,2
6,Colombo,1
6,Gampaha,5
6,Kalutara,1
6,Kandy,1
6,Matale,0
6,NuwaraEliya,1
6,Galle,1
6,Hambantota,0
6,Matara,0
6,Jaffna,0
6,Kilinochchi,0
6,Mannar,0
6,Vavuniya,0
6,Mullaitivu,0
6,Batticaloa,1
6,Ampara,2
6,Trincomalee,0
6,Kurunegala,6
6,Puttalam,0
6,Anuradhapura,3
6,Polonnaruwa,1
6,Badulla,2
6,Monaragala,5
6,Ratnapura,6
6,Kegalle,0
6,Kalmune,0
7,Colombo,1
7,Gampaha,1
7,Kalutara,1
7,Kandy,0
7,Matale,0
7,NuwaraEliya,0
7,Galle,1
7,Hambantota,0
7,Matara,3
7,Jaffna,3
7,Kilinochchi,0
7,Mannar,0
7,Vavuniya,0
7,Mullaitivu,0
7,Batticaloa,2
7,Ampara,3
7,Trincomalee,1
7,Kurunegala,2
7,Puttalam,6
7,Anuradhapura,1
7,Polonnaruwa,0
7,Badulla,1
7,Monaragala,0
7,Ratnapura,1
7,Kegalle,0
7,Kalmune,2
8,Colombo,2
8,Gampaha,4
8,Kalutara,1
8,Kandy,2
8,Matale,0
8,NuwaraEliya,0
8,Galle,3
8,Hambantota,2
8,Matara,0
8,Jaffna,0
8,Kilinochchi,1
8,Mannar,0
8,Vavuniya,0
8,Mullaitivu,2
8,Batticaloa,3
8,Ampara,1
8,Trincomalee,0
8,Kurunegala,2
8,Puttalam,1
8,Anuradhapura,0
8,Polonnaruwa,0
8,Badulla,0
8,Monaragala,1
